Weekly users by region
Date,AD,AF,AG,AL,AO,AS,AW,AX,AZ,Argentina,Australia,Austria,BA,BB,BD,BF,BH,BJ,BL,BM,BN,BO,BQ,BS,BT,BW,BY,BZ,Belgium,Brazil,Bulgaria,CD,CF,CG,CI,CK,CM,CR,CV,CW,CY,Canada,Chile,China,Colombia,Cuba,Czechia,DM,DO,DZ,Denmark,ET,Ecuador,Egypt,Estonia,FJ,FO,Finland,France,GA,GE,GF,GG,GH,GI,GL,GN,GP,GQ,GT,GU,Germany,Greece,HN,HR,HT,Hong Kong,Hungary,IM,IQ,IR,IS,India,Indonesia,Ireland,Israel,Italy,JE,JM,JO,Japan,KE,KG,KH,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LU,LV,LY,Lithuania,MC,MD,ME,MF,MG,MK,ML,MM,MN,MO,MP,MQ,MR,MT,MU,MV,MW,MZ,Malaysia,Mexico,Morocco,NA,NC,NF,NG,NI,NP,Netherlands,New Zealand,Norway,OM,PF,PG,PK,PR,PS,PY,Panama,Peru,Philippines,Poland,Portugal,QA,RE,RS,RW,Romania,Russia,SB,SC,SI,SL,SM,SN,SS,ST,SV,SX,SY,Saudi Arabia,Singapore,Slovakia,South Africa,Spain,Sweden,Switzerland,TC,TD,TG,TJ,TM,TN,TT,TZ,Taiwan,Thailand,Turkey,UAE,UG,UY,UZ,Ukraine,United Kingdom,United States,VI,Venezuela,Vietnam,XK,YE,YT,ZM,ZW
22/08/2016,0,0,0,0,0,0,0,0,0,16,242,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,69,81,1,0,0,0,0,0,1,6,0,0,1,100,4,1,16,0,10,0,1,3,16,0,0,4,3,0,0,22,133,0,0,0,0,0,1,0,0,0,0,6,0,79,1,0,1,0,11,10,0,0,2,1,222,9,22,2,30,2,4,3,148,1,0,0,17,3,0,0,0,1,0,0,3,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,29,1,0,0,0,5,0,0,80,34,51,0,0,0,4,1,0,2,3,10,20,30,24,1,0,5,0,5,8,0,0,1,0,0,0,0,0,4,0,0,3,18,4,16,52,28,22,0,0,0,0,0,1,0,0,17,8,7,13,1,0,0,145,266,989,0,1,14,0,0,0,0,0
23/08/2016,0,0,0,0,0,0,0,0,0,16,244,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,70,84,1,0,0,0,0,0,1,5,0,0,1,135,4,5,17,0,9,0,1,3,11,0,0,4,3,0,0,22,131,0,0,0,0,0,1,0,0,0,0,6,0,82,1,0,1,0,10,11,0,0,2,1,224,10,23,2,29,4,4,1,146,1,0,0,16,3,0,0,0,1,0,0,3,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,27,1,0,0,0,5,0,0,75,34,52,0,0,0,3,1,0,2,2,10,20,32,25,1,0,5,0,5,8,0,0,1,0,0,0,0,0,4,0,0,3,17,5,17,52,30,22,0,0,0,0,0,1,0,0,18,8,7,13,1,0,0,146,274,996,0,1,14,0,0,0,1,0
24/08/2016,0,0,0,0,0,0,0,0,0,17,230,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,69,80,1,0,0,0,0,0,1,5,0,0,1,123,4,4,17,0,8,0,1,3,12,0,1,4,3,0,0,20,134,0,0,0,0,0,1,0,0,0,0,6,0,81,1,0,1,0,9,11,0,0,2,1,226,10,21,4,30,4,3,1,137,1,0,0,16,2,0,0,0,1,0,0,3,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,28,1,0,0,0,5,0,0,80,35,52,0,0,0,3,1,0,2,2,8,21,28,23,1,0,5,0,5,8,0,0,1,0,0,0,0,0,4,0,0,3,18,4,21,49,31,20,0,0,0,0,0,1,0,0,18,8,6,15,1,0,0,147,273,998,0,1,14,0,0,0,1,0
25/08/2016,0,0,0,0,0,0,0,0,1,17,235,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,69,86,1,0,0,0,0,0,1,5,0,0,1,113,4,2,15,0,7,0,1,2,14,0,1,3,3,0,0,18,136,0,0,0,0,0,2,0,0,0,0,5,0,80,1,0,1,0,9,10,0,0,3,1,225,10,23,4,33,4,3,2,139,1,0,0,17,2,0,0,0,1,0,0,4,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,29,1,0,0,0,4,0,0,80,35,51,0,0,0,3,1,0,2,2,10,18,28,22,1,0,5,0,5,8,0,0,1,0,0,0,0,0,4,0,0,3,20,5,21,52,28,20,0,0,0,0,0,1,0,0,18,7,8,15,1,0,0,150,282,987,0,1,14,0,0,0,1,0
26/08/2016,0,0,0,0,0,0,0,0,0,15,240,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,67,86,1,0,0,0,0,0,1,5,0,0,0,100,4,3,17,0,8,0,1,2,15,0,1,3,3,0,0,18,135,0,0,0,0,0,2,0,0,0,0,4,0,71,1,0,1,0,9,9,0,0,2,1,223,9,23,4,36,4,3,2,139,1,0,0,18,2,0,0,0,1,0,0,4,1,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,11,28,1,0,0,0,5,0,0,83,34,52,0,0,0,5,1,0,2,2,10,18,26,22,1,0,6,0,5,8,0,0,1,0,0,0,0,0,4,0,0,3,20,5,21,55,30,19,0,0,0,0,0,1,0,0,18,7,8,16,1,0,0,144,283,978,0,1,14,0,0,0,1,0
27/08/2016,0,0,0,0,0,0,0,0,0,15,239,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,0,68,86,1,0,0,0,0,0,1,5,0,0,0,103,4,3,17,0,8,0,1,3,15,0,1,4,3,0,0,18,133,0,0,0,0,0,2,0,0,0,0,4,0,73,1,0,1,0,8,10,0,0,3,1,224,12,21,5,36,4,3,1,139,1,0,0,18,2,0,1,0,1,0,0,4,1,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,29,1,0,0,0,5,0,0,84,33,53,0,0,0,3,1,0,2,2,10,18,26,21,1,0,6,0,5,9,0,0,1,0,0,0,0,0,4,0,0,3,24,5,20,59,30,20,0,0,0,0,0,1,0,0,18,7,8,15,1,0,0,145,284,977,0,1,14,0,0,0,1,0
28/08/2016,0,0,0,0,0,0,0,0,0,15,235,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,71,87,1,0,0,0,0,0,1,5,0,0,1,101,4,2,17,0,9,0,1,3,16,0,1,4,3,0,0,16,141,0,0,0,0,0,2,0,0,0,0,4,0,76,1,0,1,0,7,10,0,0,2,1,224,8,21,4,39,4,3,1,147,1,0,0,18,3,0,1,0,1,0,0,4,1,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,31,1,0,0,0,5,0,0,86,31,52,0,0,0,3,1,0,2,2,10,18,26,20,1,0,6,0,5,9,0,0,1,0,0,0,0,0,4,0,0,3,22,3,20,59,29,22,0,0,0,0,0,1,0,0,15,7,8,17,1,0,0,150,288,986,0,1,14,0,0,0,1,0
29/08/2016,0,0,0,0,0,0,0,0,0,16,239,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,69,85,1,0,0,0,0,0,1,5,0,0,1,101,3,4,18,0,8,0,0,3,13,0,1,4,3,0,0,18,141,0,0,0,0,0,2,0,0,0,0,4,0,80,1,0,2,0,7,10,0,0,4,1,218,8,22,7,42,4,3,1,149,1,0,0,17,2,0,1,0,1,0,0,4,1,1,0,32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,34,1,0,0,0,5,0,0,92,32,54,0,0,0,4,1,0,2,2,10,20,28,20,1,0,5,0,5,8,0,0,1,0,0,0,0,0,2,0,0,3,22,3,20,66,27,20,0,0,0,0,0,1,0,0,16,8,8,17,0,0,0,152,283,977,0,1,16,0,0,0,1,0
30/08/2016,0,0,0,0,0,0,0,0,0,16,235,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,69,85,1,0,0,0,0,0,1,5,0,0,1,101,3,2,17,0,9,0,0,3,13,0,1,4,3,0,0,18,145,0,0,0,0,0,2,0,0,0,0,4,0,84,1,0,2,0,8,13,0,0,3,1,219,8,21,6,50,2,3,1,152,1,0,0,18,2,0,1,0,1,0,0,4,1,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,11,31,1,0,0,0,5,0,0,85,31,52,0,0,0,4,1,0,2,2,10,19,27,22,1,0,5,0,5,10,0,0,1,0,0,0,0,0,4,0,0,4,22,3,20,67,28,19,0,0,0,0,0,1,0,0,18,7,8,20,0,0,0,154,297,982,0,1,18,0,0,0,1,0
31/08/2016,0,0,0,0,0,0,0,0,0,16,239,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,69,87,1,0,0,0,0,0,1,4,0,0,1,100,3,2,17,0,8,0,1,3,16,0,0,4,4,0,0,19,150,0,0,0,0,0,2,0,0,0,0,4,0,86,1,0,2,0,9,11,0,0,3,2,221,10,20,7,51,2,3,2,150,2,0,0,20,2,0,1,0,1,0,0,4,2,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,11,31,1,0,0,0,5,0,0,88,31,52,0,0,0,4,2,0,2,2,10,21,27,24,1,0,6,0,5,9,0,0,1,0,0,0,0,0,4,0,0,4,27,3,19,66,30,19,0,0,0,0,0,1,0,0,16,6,8,19,0,0,0,153,295,994,0,1,17,0,0,0,1,0
01/09/2016,0,0,0,0,0,0,0,0,0,16,238,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,72,86,1,0,0,0,0,0,1,4,0,0,1,99,3,4,16,0,8,0,0,3,13,0,0,4,4,0,0,17,152,0,0,0,0,0,1,0,0,0,0,4,0,86,1,0,2,0,10,11,0,0,3,2,224,9,23,6,47,2,3,4,151,2,0,0,19,2,0,1,0,1,0,0,3,1,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,31,1,0,0,0,5,0,0,89,33,51,0,0,0,3,2,0,2,2,10,19,29,25,1,0,6,0,5,11,0,0,1,0,0,0,0,0,4,0,0,4,21,3,19,69,28,20,0,0,0,0,0,1,0,0,17,6,7,20,0,0,0,155,285,1006,0,1,18,0,0,0,1,0
02/09/2016,0,0,0,0,0,0,0,0,0,16,235,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,78,87,1,0,0,0,0,0,1,4,0,0,1,97,3,3,16,0,9,0,0,3,15,0,0,4,4,0,0,18,158,0,0,0,0,0,0,0,0,0,0,4,0,89,1,0,2,0,10,11,0,0,2,2,221,8,21,6,50,2,3,4,151,2,0,0,20,2,0,1,0,0,0,0,3,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,33,0,0,0,0,5,0,0,87,33,52,0,0,0,3,2,0,2,2,10,20,28,26,1,0,6,0,5,11,0,0,1,0,0,0,0,0,4,0,0,4,20,3,19,71,28,23,0,0,0,0,0,1,0,0,17,6,7,22,0,0,0,153,270,1000,0,1,17,0,0,0,1,0
03/09/2016,0,0,0,0,0,0,0,0,0,16,240,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,69,88,1,0,0,0,0,0,1,3,0,0,1,99,3,4,17,0,10,0,1,3,15,0,0,4,4,0,0,19,157,0,0,0,0,0,0,0,0,0,0,4,0,89,1,0,1,0,10,11,0,0,1,2,236,9,21,6,50,2,3,3,151,2,0,0,20,1,0,1,0,0,0,0,3,1,1,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,11,32,1,0,0,0,5,0,0,92,33,51,0,0,0,3,2,0,2,2,10,20,28,26,1,0,6,0,5,10,0,0,1,0,0,0,0,0,4,0,0,4,19,3,19,65,28,22,0,0,0,0,0,1,0,0,17,6,7,22,0,0,0,154,269,998,0,1,16,0,0,0,1,0
04/09/2016,0,0,0,0,0,0,0,0,0,16,238,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,66,87,1,0,0,0,0,0,1,4,0,0,1,100,3,4,18,0,9,0,1,3,14,0,0,4,4,0,0,19,150,0,0,0,0,0,0,0,0,0,0,4,0,88,1,0,1,0,10,11,0,0,2,2,244,11,22,7,50,2,3,3,150,2,0,0,19,2,0,1,0,0,0,0,3,1,0,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,30,1,0,0,0,4,0,0,90,34,52,0,0,0,2,2,0,2,2,11,20,28,26,1,0,6,0,5,11,0,0,1,0,0,0,0,0,4,0,0,4,18,3,18,63,28,21,0,0,0,0,0,1,0,0,16,6,7,18,0,0,0,154,277,1000,0,1,16,0,0,0,1,0
05/09/2016,0,0,0,0,0,0,0,0,0,16,238,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,65,88,1,0,0,0,0,0,1,4,0,0,1,98,3,4,18,0,8,0,1,2,13,0,0,4,4,0,0,19,157,0,0,0,0,0,0,0,0,0,0,4,0,93,1,0,1,0,9,10,0,0,3,2,243,11,24,6,48,2,3,3,147,2,0,0,21,2,0,1,0,0,0,0,3,2,0,0,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,30,1,0,0,0,4,0,0,95,34,49,0,0,0,2,2,0,2,2,10,18,29,26,1,0,6,0,5,10,0,0,1,0,0,0,0,0,3,0,0,4,18,3,18,68,29,21,0,0,0,0,0,1,0,0,16,6,7,18,0,0,0,154,289,979,0,1,14,0,0,0,1,0
06/09/2016,0,0,0,0,0,0,0,0,0,16,239,8,0,0,1,0,2,0,0,0,1,0,0,0,0,0,5,0,68,87,1,0,0,0,0,0,1,4,0,0,1,104,3,3,17,0,10,0,1,2,12,0,1,4,4,0,0,18,154,0,0,0,0,0,1,0,0,0,0,3,0,93,1,0,1,0,9,10,0,0,4,2,242,10,25,6,47,2,3,3,148,2,0,0,18,2,0,1,0,0,0,0,3,2,0,0,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,8,30,1,0,0,0,5,0,0,94,34,51,0,0,0,2,2,0,2,2,10,18,28,24,1,0,6,0,4,10,0,0,2,0,0,0,0,0,2,0,0,4,20,3,18,70,30,20,0,0,0,0,0,1,0,0,16,6,8,19,0,0,0,157,290,983,0,1,14,0,0,0,0,0
07/09/2016,0,0,0,0,0,0,0,0,0,16,234,8,0,0,1,0,2,0,0,0,2,0,0,0,0,0,5,0,69,92,0,0,0,0,0,0,1,5,0,0,1,102,3,4,18,0,8,0,1,2,12,0,1,4,4,0,0,18,155,0,0,0,0,0,1,0,0,0,0,4,0,93,1,0,1,0,10,10,0,0,3,2,246,9,25,6,48,3,3,2,150,2,0,1,18,2,0,1,0,0,0,0,3,1,0,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,30,1,0,0,0,4,0,0,93,35,50,0,0,0,3,1,0,2,2,10,18,29,25,1,0,6,0,5,10,0,0,1,0,0,0,0,0,2,0,0,4,18,3,17,70,30,19,0,0,0,0,0,1,0,0,18,6,8,20,0,0,0,155,289,969,0,2,14,0,0,0,0,0
08/09/2016,0,0,0,0,0,0,0,0,0,16,238,7,0,0,1,0,2,0,0,0,2,0,0,0,0,0,5,0,71,92,0,0,0,0,0,0,1,5,0,0,1,102,3,4,20,0,8,0,1,2,12,0,1,4,3,0,0,18,156,0,0,0,0,0,1,0,0,0,0,4,0,88,1,0,1,0,11,9,0,0,3,2,242,9,22,4,44,3,3,1,150,2,0,1,20,2,0,1,0,1,0,0,3,2,0,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,31,1,0,0,0,5,0,0,94,35,50,0,0,0,2,1,0,2,2,11,20,28,25,1,0,6,0,5,8,0,0,1,0,0,0,0,0,2,0,0,3,16,3,16,72,35,17,0,0,0,0,0,1,0,0,19,8,8,19,0,0,0,152,284,982,0,2,14,0,0,0,1,0
09/09/2016,0,0,0,0,0,0,0,0,0,16,244,9,0,0,1,0,2,0,0,0,2,0,0,0,0,0,6,0,67,91,0,0,0,0,0,0,1,5,0,0,1,104,3,4,18,0,8,0,1,2,15,1,1,4,4,0,0,16,149,0,0,0,0,0,1,0,0,0,0,4,0,85,1,0,1,0,11,10,0,0,3,2,243,10,22,4,52,3,3,1,150,1,0,1,23,2,0,1,0,1,0,0,3,1,0,0,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,34,1,0,0,0,5,0,0,90,35,52,0,0,0,2,1,0,2,2,11,20,26,26,2,0,6,0,5,9,0,0,1,0,0,0,0,0,2,0,0,3,16,3,15,72,32,18,0,0,0,0,0,1,0,0,19,8,9,17,1,0,0,152,274,978,0,2,14,0,0,0,1,0
10/09/2016,0,0,0,0,0,0,0,0,0,16,243,8,0,0,1,0,2,0,0,0,2,0,0,0,0,0,6,0,68,90,0,0,0,0,0,0,1,5,0,0,1,105,3,3,18,0,8,0,1,2,16,1,1,4,4,0,0,16,151,0,0,0,0,0,1,0,0,0,0,4,0,85,1,0,1,0,10,10,0,0,2,2,242,8,22,4,52,2,3,1,151,1,0,1,23,2,0,1,0,2,0,0,4,1,0,0,27,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,9,34,1,0,0,0,4,0,0,90,35,52,0,0,0,3,1,0,2,2,11,21,25,26,2,0,5,0,5,10,0,0,1,0,0,0,0,0,3,0,0,3,17,3,16,68,34,20,0,0,0,0,0,1,0,0,16,8,8,18,1,0,0,151,279,977,0,2,14,0,0,0,1,0
11/09/2016,0,0,0,0,0,0,0,0,0,17,244,9,0,0,1,0,2,0,0,0,2,0,0,0,0,0,7,0,71,89,0,0,0,0,0,0,1,5,0,0,1,103,3,2,17,0,9,0,1,2,13,1,1,3,4,0,0,18,151,0,0,0,0,0,1,0,0,0,0,4,0,91,2,0,1,0,9,9,0,0,3,3,244,6,24,3,50,2,3,1,147,1,0,1,20,2,0,1,0,2,0,0,5,1,0,0,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,35,1,0,0,0,5,0,0,89,37,52,0,0,0,2,2,0,2,2,11,22,27,21,2,0,5,0,5,9,0,0,1,0,0,0,0,0,3,0,0,3,18,3,16,65,40,22,0,0,0,0,0,1,0,0,15,8,8,18,1,0,0,154,281,988,0,2,14,0,0,0,1,0
12/09/2016,0,0,0,0,0,0,0,0,0,17,242,9,0,0,1,0,2,0,0,0,2,0,0,0,0,0,7,0,71,89,0,0,0,0,0,0,1,5,0,0,1,104,5,4,18,0,9,0,1,2,12,1,1,3,3,0,0,18,154,0,0,0,0,0,1,0,0,0,0,4,0,96,2,0,2,0,9,10,0,0,3,3,253,5,24,5,47,3,3,1,151,1,0,1,21,2,0,1,0,2,0,0,4,2,0,0,27,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,34,1,0,0,0,5,0,0,90,37,51,0,0,0,3,2,0,2,2,11,21,26,21,2,0,5,0,5,10,0,0,1,0,0,0,0,0,3,0,0,2,17,2,16,65,39,23,0,0,0,0,0,1,0,0,14,8,8,17,1,0,0,155,284,1019,0,2,15,0,0,0,0,0
13/09/2016,0,0,0,0,0,0,0,0,0,17,233,9,0,0,1,0,2,0,0,0,2,0,0,0,0,0,7,0,67,97,1,0,0,0,0,0,1,5,0,0,1,94,5,3,17,0,10,0,1,2,12,1,0,3,3,0,0,16,152,0,0,0,0,0,1,0,0,0,0,4,0,92,2,0,3,0,8,10,0,0,2,3,253,5,23,5,46,3,3,1,151,1,0,1,19,2,0,1,0,2,0,0,4,1,0,0,28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,31,1,0,0,0,5,0,0,87,37,50,0,0,0,2,2,0,2,2,10,20,26,25,1,0,5,0,5,10,0,0,1,0,0,0,0,0,3,0,0,2,18,2,17,64,38,22,0,0,0,0,0,1,0,0,14,8,9,17,1,0,0,154,283,1028,0,2,15,0,0,0,0,0
14/09/2016,0,0,0,0,0,0,0,0,0,18,241,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,68,99,1,0,0,0,0,0,1,5,0,0,1,95,5,7,16,0,12,0,1,2,11,1,0,4,3,0,0,16,153,0,0,0,0,0,1,0,0,0,0,4,0,93,2,0,3,0,8,11,0,0,2,3,250,6,22,6,48,3,3,1,154,1,0,0,19,1,0,1,0,2,0,0,3,2,0,0,28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,33,1,0,0,0,5,0,0,89,37,53,0,0,0,2,2,0,2,2,10,21,26,24,1,0,5,0,5,9,0,0,1,0,0,0,0,0,3,0,0,2,17,2,20,67,35,24,0,0,0,0,0,1,0,0,14,8,6,16,1,0,0,155,288,1037,0,2,17,0,0,0,0,0
15/09/2016,0,0,0,0,0,0,0,0,0,17,232,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,73,98,1,0,0,0,0,0,1,5,0,0,1,94,5,3,16,0,12,0,1,2,11,1,0,4,3,0,0,17,158,0,0,0,0,0,1,0,0,0,0,4,0,92,2,0,3,0,10,9,0,0,3,3,247,6,24,6,47,3,3,0,154,0,0,0,18,1,0,1,0,2,0,0,3,2,0,0,28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,35,1,0,0,0,5,0,0,86,34,50,0,0,0,2,2,0,2,2,10,20,29,25,1,0,5,0,5,10,0,0,1,0,0,0,0,0,2,0,0,2,18,2,19,70,34,20,0,0,0,0,0,1,0,0,13,9,4,12,2,0,0,151,288,1035,0,2,17,0,0,0,1,0
16/09/2016,0,0,0,0,0,0,0,0,0,17,240,7,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,73,97,1,0,0,0,0,0,1,5,0,0,1,92,5,3,18,0,11,0,0,1,10,0,0,4,2,0,0,18,154,0,0,0,0,0,1,0,0,0,0,4,0,88,2,0,3,0,10,12,0,0,3,3,245,6,22,6,49,3,3,0,155,1,0,0,19,1,0,1,0,2,0,0,3,2,0,0,28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,9,36,1,0,0,0,4,0,0,86,35,52,0,0,0,3,2,0,2,2,10,20,27,27,1,0,5,0,5,10,0,0,1,0,0,0,0,0,2,0,0,2,16,2,18,71,34,19,0,0,0,0,0,1,0,0,13,9,6,12,1,0,0,148,292,1030,0,2,17,0,0,0,1,0
17/09/2016,0,0,0,0,0,0,0,0,0,17,244,7,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,76,97,1,0,0,0,0,0,1,5,0,0,1,93,5,5,18,0,11,0,0,1,11,0,0,3,2,0,0,16,156,0,0,0,0,0,1,0,0,0,0,4,0,90,2,0,3,0,10,10,0,0,3,3,246,6,22,6,50,3,3,2,156,1,0,0,20,1,0,1,0,2,0,0,3,2,0,0,29,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,35,1,0,0,0,4,0,0,89,34,51,0,0,0,2,2,0,2,3,10,20,29,25,1,0,5,0,5,11,0,0,1,0,0,0,0,0,2,0,0,2,14,3,18,72,35,19,0,0,0,0,0,1,0,0,13,9,6,16,1,0,0,148,290,1038,0,2,17,0,0,0,1,0
18/09/2016,0,0,0,0,0,0,0,0,0,16,239,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,67,95,1,0,0,0,0,0,1,5,0,0,1,96,5,3,18,0,11,0,1,1,10,0,0,4,2,0,0,19,158,0,0,0,0,0,1,0,0,0,0,4,0,91,2,0,3,0,9,11,0,0,3,3,241,6,22,6,49,3,3,2,158,1,0,0,22,1,0,1,0,2,0,0,3,2,0,0,28,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,10,35,2,0,0,0,5,0,0,87,36,53,0,0,0,3,2,0,2,3,10,21,28,26,1,0,5,0,5,9,0,0,1,0,0,0,0,0,2,0,0,3,15,3,20,71,34,20,0,0,0,0,0,1,0,0,14,9,8,16,2,0,0,150,296,1035,0,2,17,0,0,0,1,0
19/09/2016,0,0,0,0,0,0,0,0,0,17,244,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,68,92,1,0,0,0,0,0,1,5,0,0,1,97,4,6,17,0,14,0,1,1,11,0,0,5,2,0,0,18,160,0,0,0,0,0,1,0,0,0,0,3,0,96,2,0,3,0,7,10,0,0,3,3,239,7,22,5,52,3,3,2,161,1,0,0,20,1,0,1,0,2,0,0,3,2,0,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,11,30,2,0,0,0,4,0,0,84,36,56,0,0,0,3,2,0,2,3,10,21,27,24,1,0,5,0,5,9,0,0,1,0,0,0,0,0,3,0,0,3,15,3,21,72,31,21,0,0,0,0,0,1,0,0,14,8,10,16,2,0,0,152,303,1050,0,2,16,0,0,0,1,0
20/09/2016,0,0,0,0,0,0,0,0,0,17,239,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,68,88,2,0,0,0,0,0,1,6,0,0,1,97,5,5,17,0,14,0,1,3,11,0,1,5,2,0,0,19,161,0,0,0,0,0,1,0,0,0,0,4,0,98,3,0,2,0,8,12,0,0,3,3,241,6,24,5,53,3,3,2,160,1,0,0,22,2,0,1,0,2,0,0,3,2,0,0,26,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,9,28,1,0,0,0,5,0,0,78,39,55,0,0,0,3,2,0,2,2,10,22,27,24,1,0,5,0,5,9,0,0,1,0,0,0,0,0,2,0,0,3,17,3,22,72,32,21,0,0,0,0,0,1,0,0,15,9,10,17,2,0,0,155,306,1054,0,2,16,0,0,0,1,0
21/09/2016,0,0,0,0,0,0,0,0,0,17,239,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,65,86,2,0,0,0,0,0,1,6,0,0,1,92,5,5,17,0,15,0,4,3,11,0,1,5,2,0,0,15,159,0,0,0,0,0,1,0,0,0,0,4,0,99,2,0,2,0,7,12,0,0,3,2,242,6,25,6,50,3,3,2,157,1,0,0,22,2,0,1,0,2,0,0,3,2,0,0,25,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,8,29,1,0,0,0,5,0,0,83,37,54,0,0,0,2,2,0,2,2,10,24,29,25,1,0,6,0,5,10,0,0,1,0,0,0,0,0,2,0,0,2,16,3,19,71,35,20,0,0,0,0,0,1,0,0,16,10,10,17,2,0,0,152,310,1062,0,1,18,0,0,0,1,0
22/09/2016,0,0,0,0,0,0,0,0,0,16,240,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,61,93,2,0,0,0,0,0,0,6,0,0,1,96,5,4,17,0,16,0,2,3,9,0,1,5,2,0,0,16,162,0,0,0,0,0,1,0,0,0,0,4,0,95,3,0,2,0,7,11,0,0,4,2,242,7,22,6,48,2,3,2,160,1,0,0,23,2,0,1,0,2,0,0,3,2,0,0,25,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,9,31,1,0,0,0,6,0,0,80,37,52,0,0,0,2,2,0,2,2,10,21,31,25,1,0,6,0,5,11,0,0,1,0,0,0,0,0,2,0,0,2,16,3,18,74,33,20,0,0,0,0,0,1,0,0,15,10,10,18,1,0,0,152,310,1063,0,0,16,0,0,0,1,0
